stimulus_range,stimulus_duration,onset,feedback,feedback_range_fromfile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_cross.started,fixation_cross.stopped,interval_start.started,interval_start.stopped,interval_end.started,interval_end.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.started,key_resp_start.stopped,fixation_cross_reproduction.started,fixation_cross_reproduction.stopped,reproduction_start.started,reproduction_start.stopped,key_resp_stop.keys,key_resp_stop.rt,key_resp_stop.started,key_resp_stop.stopped,feedback_range,hit,stimulus_range,reproduction_end.started,reproduction_end.stopped,fixation_cross_feedback.started,fixation_cross_feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
ms_small,0.67,0.1,False,None,0,123,123,123,421.23357670000405,None,421.3169813999848,421.3667768999876,421.9832900999754,422.03359289999935,space,0.7758982000232209,421.9832900999754,None,422.78625340000144,None,422.78625340000144,422.8500626999885,space,0.7223520000115968,422.78625340000144,None,None,None,ms_small,423.53565730000264,423.59961549998843,423.53565730000264,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.2,False,None,0,124,124,124,424.04965249999077,None,424.23300389997894,424.28298769998946,425.0328661999956,425.08305200000177,space,0.813778200012166,425.0328661999956,None,425.8692156999896,None,425.8692156999896,425.93281979998574,space,0.6260777999996208,425.8692156999896,None,None,None,ms_small,426.5191958999785,426.58257679999224,426.5191958999785,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.2,False,None,0,125,125,125,427.0324847000011,None,427.2152335999999,427.2652102999855,428.1989871999831,428.24989459998324,space,0.7249154000019189,428.1989871999831,None,428.95230389997596,None,428.95230389997596,429.01545899998746,space,0.7109364999923855,428.95230389997596,None,None,None,ms_small,429.6850846000016,429.74875669999165,429.6850846000016,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.3,False,None,0,126,126,126,430.19857749997755,None,430.481887300004,430.5318074999959,431.21500529997866,431.26588150000316,space,0.7679005000100005,431.21500529997866,None,432.001369399979,None,432.001369399979,432.06494609999936,space,0.7653069000225514,432.001369399979,None,None,None,ms_small,432.79676719999406,432.8484225999855,432.79676719999406,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.67,0.1,False,None,0,127,127,127,433.2980162999884,None,433.3813340999768,433.43150669999886,434.0472376999969,434.0981710999913,space,0.739766899991082,434.0472376999969,None,434.81774790000054,None,434.81774790000054,434.88119089999236,space,0.6799808999930974,434.81774790000054,None,None,None,ms_small,435.51633869999205,435.58085369999753,435.51633869999205,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.3,False,None,0,128,128,128,436.03090319997864,None,436.31358419999015,436.3639370999881,437.08066969999345,437.13169259999995,space,0.8184430999972392,437.08066969999345,None,437.9337403999816,None,437.9337403999816,437.997183200001,space,0.718105200008722,437.9337403999816,None,None,None,ms_small,438.6824740000011,438.74707749998197,438.6824740000011,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.1,False,None,0,129,129,129,439.1970013999962,None,439.2803215000022,439.3302676999883,440.11345710000023,440.16427009998006,space,0.8020120999717619,440.11345710000023,None,440.9497426000016,None,440.9497426000016,441.01757719999296,space,0.7087066999811213,440.9497426000016,None,None,None,ms_small,441.6820235999767,441.7465452000033,441.6820235999767,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.1,False,None,0,130,130,130,442.1963168999937,None,442.2797462999879,442.3295800999913,443.0797251999902,443.1305483999895,space,0.7735798000067007,443.0797251999902,None,443.8828510000021,None,443.8828510000021,443.9462037999765,space,0.630197299993597,443.8828510000021,None,None,None,ms_small,444.53155929999775,444.59578469998087,444.53155929999775,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.1,False,None,0,131,131,131,445.0456741999951,None,445.1293589999841,445.1792560000031,446.01251420000335,446.06312289999914,space,0.7183147000032477,446.01251420000335,None,446.76542250000057,None,446.76542250000057,446.828929899988,space,0.6631894999882206,446.76542250000057,None,None,None,ms_small,447.4479794999934,447.5120912999846,447.4479794999934,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.2,False,None,0,132,132,132,447.9622403999965,None,448.1453221999982,448.1954239999759,449.1617458999972,449.21263850000105,space,0.8247252999863122,449.1617458999972,None,450.014837499999,None,450.014837499999,450.0783650999947,space,0.9483196999935899,450.014837499999,None,None,None,ms_small,450.99335549998796,451.0444804999861,450.99335549998796,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.3,False,None,0,133,133,133,451.49486799997976,None,451.7780658999982,451.82814299999154,452.72802650000085,452.7784971999936,space,0.747911300015403,452.72802650000085,None,453.49763639998855,None,453.49763639998855,453.5613093999855,space,0.7290055000048596,453.49763639998855,None,None,None,ms_small,454.2468450999877,454.31075239999336,454.2468450999877,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.2,False,None,0,134,134,134,454.7608276999963,None,454.9440837999864,454.99413039998035,455.9272460999782,455.9778931000037,space,0.7716102999984287,455.9272460999782,None,456.7417621999921,None,456.7417621999921,456.7941053999821,space,0.8767361000063829,456.7417621999921,None,None,None,ms_small,457.64635999998427,457.7102508999815,457.64635999998427,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.1,False,None,0,135,135,135,458.1603875999863,None,458.2435201999906,458.29363770000055,458.9443272999779,458.9929155999853,space,0.709414300014032,458.9443272999779,None,459.67976469997666,None,459.67976469997666,459.7432371999894,space,0.7539606999780517,459.67976469997666,None,None,None,ms_small,460.4630698999972,460.52634209999815,460.4630698999972,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.1,False,None,0,136,136,136,460.976399999985,None,461.0597848999896,461.10979970000335,461.97611449999386,462.02711259998614,space,0.7342065999982879,461.97611449999386,None,462.72935709997546,None,462.72935709997546,462.7929453999968,space,0.78920639998978,462.72935709997546,None,None,None,ms_small,463.544310199999,463.60934509997605,463.544310199999,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.1,False,None,0,137,137,137,464.0593333999859,None,464.1425651999889,464.1925798000011,464.8757028999971,464.92643569997745,space,4.073500600003172,464.8757028999971,None,468.9781502999831,None,468.9781502999831,469.04172599999583,space,0.7230272000015248,468.9781502999831,None,None,None,ms_small,469.72716389998095,469.7913645999797,469.72716389998095,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.3,False,None,0,138,138,138,470.2414433999802,None,470.5245644999959,470.5747025999881,471.2578499999945,471.30804819997866,space,0.9719518999918364,471.2578499999945,None,472.26111839999794,None,472.26111839999794,472.3242801000015,space,0.587079699995229,472.26111839999794,None,None,None,ms_small,472.87668369998573,472.94081749999896,472.87668369998573,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.2,False,None,0,139,139,139,473.39080470000044,None,473.57409419998294,473.62423089999356,474.5569906999881,474.6078195000009,space,0.8882992999861017,474.5569906999881,None,475.47727489998215,None,475.47727489998215,475.54050089998054,space,0.6652009000245016,475.47727489998215,None,None,None,ms_small,476.17635569997947,476.2402038,476.17635569997947,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.3,False,None,0,140,140,140,476.6902442999999,None,476.97350809999625,477.02358069998445,477.77331520000007,477.8241233000008,space,0.8544630999967922,477.77331520000007,None,478.6598047000007,None,478.6598047000007,478.72325640000054,space,0.6146827999909874,478.6598047000007,None,None,None,ms_small,479.2928675999865,479.35646699997596,479.2928675999865,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.2,False,None,0,141,141,141,479.8062931000022,None,479.9897619999829,480.0396958999918,480.9061829999846,480.9570342999941,space,0.8313886999967508,480.9061829999846,None,481.7584152999916,None,481.7584152999916,481.80626429998665,space,0.6986042999778874,481.7584152999916,None,None,None,ms_small,482.474948499992,482.5387591999897,482.474948499992,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.2,False,None,0,142,142,142,482.9891873000015,None,483.17244899997604,483.2223333999864,484.00568179998663,484.0551507999771,space,0.7263404999976046,484.00568179998663,None,484.7585094999813,None,484.7585094999813,484.8220347999886,space,0.844381799979601,484.7585094999813,None,None,None,ms_small,485.6246235999861,485.68865719999303,485.6246235999861,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.1,False,None,0,143,143,143,486.13860809998005,None,486.2218501000025,486.27269899999374,487.17180449998705,487.2224937999854,space,0.72515869999188,487.17180449998705,None,487.92488509998657,None,487.92488509998657,487.98822549998295,space,0.6804010999912862,487.92488509998657,None,None,None,ms_small,488.62346609999076,488.6879444999795,488.62346609999076,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.3,False,None,0,144,144,144,489.1380195999809,None,489.4212522000016,489.47131799999624,490.1876833999995,490.2377365999855,space,0.8339609999966342,490.1876833999995,None,491.0409485999844,None,491.0409485999844,491.10445829998935,space,0.7561725999985356,491.0409485999844,None,None,None,ms_small,491.8238264999818,491.88736470000003,491.8238264999818,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.3,False,None,0,145,145,145,492.3373501999886,None,492.6206939999829,492.66996489997837,493.32062079999014,493.37148139998317,space,0.7772752000018954,493.32062079999014,None,494.123448999977,None,494.123448999977,494.18707559999893,space,0.7479478999739513,494.123448999977,None,None,None,ms_small,494.889634399995,494.95350959998905,494.889634399995,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.1,False,None,0,146,146,146,495.40309389997856,None,495.48630059999414,495.53692419998697,496.5034291999764,496.5534642999992,space,0.9322130000218749,496.5034291999764,None,497.45641230000183,None,497.45641230000183,497.51992669998435,space,1.0044911000004504,497.45641230000183,None,None,None,ms_small,498.48878949999926,498.5528395999863,498.48878949999926,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.2,False,None,0,147,147,147,499.00285829999484,None,499.1862727999978,499.23616319999564,500.06924689997686,500.11970859998837,space,0.8555672000220511,500.06924689997686,None,500.9556368999765,None,500.9556368999765,501.01549530000193,space,0.7771198000118602,500.9556368999765,None,None,None,ms_small,501.75556949997554,501.81913829999394,501.75556949997554,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.67,0.3,False,None,0,148,148,148,502.26860129999113,None,502.55239349999465,502.60228709998773,503.2188765000028,503.26972779998323,space,0.7265759999863803,503.2188765000028,None,503.97197079999023,None,503.97197079999023,504.0352945999766,space,0.5826981000136584,503.97197079999023,None,None,None,ms_small,504.5863526999892,504.65185080000083,504.5863526999892,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.67,0.3,False,None,0,149,149,149,505.101769699977,None,505.3851997999882,505.4349683999899,506.05160929998965,506.10233470000094,space,0.7982240999990609,506.05160929998965,None,506.86959200000274,None,506.86959200000274,506.9347427999892,space,0.73939890001202,506.86959200000274,None,None,None,ms_small,507.6376425999915,507.7011749999947,507.6376425999915,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.3,False,None,0,150,150,150,508.151303199993,None,508.43449419998797,508.4845060999796,509.1679780999839,509.21846319999895,space,0.9399990000238176,509.1679780999839,None,510.1374491000024,None,510.1374491000024,510.2007741999987,space,0.6888177000219002,510.1374491000024,None,None,None,ms_small,510.8535064999887,510.9173914999992,510.8535064999887,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.1,False,None,0,151,151,151,511.3670082000026,None,511.4507945999794,511.5007039999764,512.3672789999982,512.4182498999871,space,0.8584116999991238,512.3672789999982,None,513.2535649999918,None,513.2535649999918,513.317031899991,space,0.7310712999897078,513.2535649999918,None,None,None,ms_small,514.0027478999982,514.0667135999829,514.0027478999982,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.3,False,None,0,152,152,152,514.5167662999884,None,514.7995336999884,514.8499987999967,515.4998820999754,515.5505331000022,space,0.8875232000136748,515.4998820999754,None,516.4196584000019,None,516.4196584000019,516.4831242999935,space,0.7060186000016984,516.4196584000019,None,None,None,ms_small,517.1523710999754,517.2164112000028,517.1523710999754,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.2,False,None,0,153,153,153,517.6662484999979,None,517.8495105999755,517.8994896999793,518.8326378999918,518.8832414999779,space,0.7835391999979038,518.8326378999918,None,519.6359655999986,None,519.6359655999986,519.6994218000036,space,0.8732776000106242,519.6359655999986,None,None,None,ms_small,520.5353732999938,520.598983599979,520.5353732999938,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.2,False,None,0,154,154,154,521.0488706000033,None,521.2322443999874,521.2823473000026,522.0655030999915,522.1161554999999,space,0.7647120999754407,522.0655030999915,None,522.851603499992,None,522.851603499992,522.9007444999879,space,0.746822399989469,522.851603499992,None,None,None,ms_small,523.6181879999931,523.6815462999803,523.6181879999931,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.3,False,None,0,155,155,155,524.1316706999787,None,524.4150335000013,524.4650581000024,525.181640099996,525.2325289,space,0.8652810000057798,525.181640099996,None,526.0680981999903,None,526.0680981999903,526.1312147999997,space,0.8591058000165503,526.0680981999903,None,None,None,ms_small,526.9512476999953,527.0145017000032,526.9512476999953,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.2,False,None,0,156,156,156,527.464433199988,None,527.6477600999933,527.6976828000043,528.5303167999955,528.5808886000013,space,0.8592314000125043,528.5303167999955,None,529.4176113999856,None,529.4176113999856,529.4808345999918,space,0.825194700009888,529.4176113999856,None,None,None,ms_small,530.2670516999788,530.3305975999974,530.2670516999788,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.1,False,None,0,157,157,157,530.7801709999912,None,530.8637220999808,530.9137874000007,531.6637413999997,531.7143865999824,space,0.7634627999796066,531.6637413999997,None,532.4500800999813,None,532.4500800999813,532.5136543999834,space,0.5743854000174906,532.4500800999813,None,None,None,ms_small,533.0614524999983,533.1132321999758,533.0614524999983,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.1,False,None,0,158,158,158,533.5634920999873,None,533.6465504999796,533.6965110999881,534.6632497999817,534.7139004999772,space,0.8208144000091124,534.6632497999817,None,535.5161103999999,None,535.5161103999999,535.5795352999994,space,0.8920651999942493,535.5161103999999,None,None,None,ms_small,536.4329389999912,536.4957393999794,536.4329389999912,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.2,False,None,0,159,159,159,536.9461192000017,None,537.1294419999758,537.1794577999972,538.0791969999846,538.1294412999996,space,0.986397799977567,538.0791969999846,None,539.098840199993,None,539.098840199993,539.1623043,space,0.5318783999828156,539.098840199993,None,None,None,ms_small,539.6649679999973,539.7288520000002,539.6649679999973,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.2,False,None,0,160,160,160,540.178834899998,None,540.3621513999824,540.412241699989,541.1618642999965,541.212243499991,space,0.7420332999899983,541.1618642999965,None,541.9319232999987,None,541.9319232999987,541.9953508999897,space,0.8182043999840971,541.9319232999987,None,None,None,ms_small,542.7806983999908,542.8450291999907,542.7806983999908,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.67,0.1,False,None,0,161,161,161,543.2951072999858,None,543.377599999978,543.4278023999941,544.0448259999976,544.095430699992,space,0.6368761000048835,544.0448259999976,None,544.714739899995,None,544.714739899995,544.7780558999802,space,0.5525580999965314,544.714739899995,None,None,None,ms_small,545.2975289000024,545.3613164999988,545.2975289000024,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.1,False,None,0,162,162,162,545.8110505999939,None,545.894383899984,545.9444981999986,546.843672499992,546.8942112999794,space,0.9256393999967258,546.843672499992,None,547.797318900004,None,547.797318900004,547.8609999999753,space,0.7154465999919921,547.797318900004,None,None,None,ms_small,548.5466144999955,548.61056619999,548.5466144999955,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.3,False,None,0,163,163,163,549.0602319999889,None,549.3438743999868,549.3940212999878,550.226244599995,550.2766779999947,space,0.7235558000102174,550.226244599995,None,550.9801625999971,None,550.9801625999971,551.0435395999812,space,0.7748122000193689,550.9801625999971,None,None,None,ms_small,551.779755399999,551.8432712999929,551.779755399999,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.1,False,None,0,164,164,164,552.2933658999973,None,552.3766994999896,552.4261837999802,553.3597904999915,553.4103186999855,space,0.84446619998198,553.3597904999915,None,554.2295768999902,None,554.2295768999902,554.2931690999831,space,0.9548760000034235,554.2295768999902,None,None,None,ms_small,555.2122364999959,555.2759455999767,555.2122364999959,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.1,False,None,0,165,165,165,555.7260616999993,None,555.8104186999844,555.8754179999814,556.509373399982,556.5600359999808,space,0.7902522000076715,556.509373399982,None,557.3292190999782,None,557.3292190999782,557.3923812999856,space,0.6081174999999348,557.3292190999782,None,None,None,ms_small,557.9620512999827,558.025616799976,557.9620512999827,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.3,False,None,0,166,166,166,558.4755520999897,None,558.7588363999967,558.8088182999927,559.7752928999835,559.8258510000014,space,0.7664494999917224,559.7752928999835,None,560.5616699999955,None,560.5616699999955,560.6251174999925,space,0.8591415999981109,560.5616699999955,None,None,None,ms_small,561.4490830999857,561.509965699981,561.4490830999857,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.3,False,None,0,167,167,167,561.9582650999946,None,562.2415298999986,562.2915289999801,563.0746480999805,563.1250314999779,space,0.8771007000177633,563.0746480999805,None,563.9779734999756,None,563.9779734999756,564.0411544999806,space,0.743398899998283,563.9779734999756,None,None,None,ms_small,564.7441243999929,564.8077192999772,564.7441243999929,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.3,False,None,0,168,168,168,565.2576421999838,None,565.5409559999825,565.5909940999991,566.2741554999957,566.3247224999941,space,0.8070690000022296,566.2741554999957,None,567.1104078999779,None,567.1104078999779,567.1738995999913,space,0.6908484000014141,567.1104078999779,None,None,None,ms_small,567.825912500004,567.8905989999766,567.825912500004,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.2,False,None,0,169,169,169,568.3404331999773,None,568.5236874999828,568.5738176000013,569.4404734999989,569.4921270999766,space,0.8406839999952354,569.4404734999989,None,570.3100036999967,None,570.3100036999967,570.3734020999982,space,0.7258229000144638,570.3100036999967,None,None,None,ms_small,571.0591682999802,571.1233437999908,571.0591682999802,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.1,False,None,0,170,170,170,571.573227099987,None,571.6564862999949,571.7064769999997,572.423037999979,572.4738651999796,space,0.8405392999993637,572.423037999979,None,573.2928515999811,None,573.2928515999811,573.3561972999887,space,0.6826004000031389,573.2928515999811,None,None,None,ms_small,574.0082805999846,574.0722919999971,574.0082805999846,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.3,False,None,0,171,171,171,574.5226129999792,None,574.8058438999869,574.8558201999986,575.6892247999785,575.7402471999812,space,0.8260441000165883,575.6892247999785,None,576.5419730999856,None,576.5419730999856,576.6056800999795,space,0.7004004000045825,576.5419730999856,None,None,None,ms_small,577.2748948999797,577.3388158000016,577.2748948999797,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.1,False,None,0,172,172,172,577.7889064999763,None,577.8720440999896,577.9220272999955,578.6048394999816,578.6546773999871,space,0.8525440999947023,578.6048394999816,None,579.491646999988,None,579.491646999988,579.5551511999802,space,0.5164713000121992,579.491646999988,None,None,None,ms_small,580.0415594999795,580.104961199977,580.0415594999795,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.1,False,None,0,173,173,173,580.5549142999807,None,580.6381968999922,580.6882105999975,581.621367099986,581.6725914999843,space,0.7854953999922145,581.621367099986,None,582.440609799989,None,582.440609799989,582.5046142999781,space,1.5862822000053711,582.440609799989,None,None,None,ms_small,584.0571375,584.1208076999756,584.0571375,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.2,False,None,0,174,174,174,584.5708814999962,None,584.754220999981,584.8042506999918,585.453268399986,585.5040365000023,space,0.8196966999967117,585.453268399986,None,586.3072858999949,None,586.3072858999949,586.3705841999908,space,0.6377148999890778,586.3072858999949,None,None,None,ms_small,586.9734176999773,587.0369454000029,586.9734176999773,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.2,False,None,0,175,175,175,587.4870268999948,None,587.669860199996,587.7197816999978,588.5868286999757,588.6372824999853,space,0.8157028999994509,588.5868286999757,None,589.4234438999847,None,589.4234438999847,589.4865746999858,space,0.7728665000176989,589.4234438999847,None,None,None,ms_small,590.2348695999826,590.286437200004,590.2348695999826,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.2,False,None,0,176,176,176,590.7364944999863,None,590.919830400002,590.970207699982,591.8695229000004,591.9203680999926,space,0.7713261000171769,591.8695229000004,None,592.6720097999787,None,592.6720097999787,592.7358946999884,space,0.7602939000062179,592.6720097999787,None,None,None,ms_small,593.4547929999826,593.5185198999825,593.4547929999826,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.67,0.2,False,None,0,177,177,177,593.96878559998,None,594.1515019999933,594.2061733999872,594.818635899981,594.8687501999957,space,0.8284972999827005,594.818635899981,None,595.6719004999904,None,595.6719004999904,595.7346522999869,space,0.6459854999848176,595.6719004999904,None,None,None,ms_small,596.336874599976,596.401409699989,596.336874599976,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.3,False,None,0,178,178,178,596.8516152999946,None,597.1353140999854,597.1852792999998,597.9677823999955,598.0183100999857,space,0.7819207000138704,597.9677823999955,None,598.7715934999869,None,598.7715934999869,598.8206283999898,space,0.6102377000206616,598.7715934999869,None,None,None,ms_small,599.4041601999779,599.4681743999827,599.4041601999779,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.1,False,None,0,179,179,179,599.91816869998,None,600.0015595000004,600.0514614999993,600.7678856999846,600.818489999976,space,0.7850911999994423,600.7678856999846,None,601.5871660999837,None,601.5871660999837,601.6511807999923,space,0.6815424999804236,601.5871660999837,None,None,None,ms_small,602.2870465999877,602.3510110999923,602.2870465999877,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.1,False,None,0,180,180,180,602.8009365999897,None,602.884401999996,602.9342133000027,603.6838903999887,603.7345168000029,space,0.8092225999862421,603.6838903999887,None,604.5204460999812,None,604.5204460999812,604.5840636999928,space,0.5880344000179321,604.5204460999812,None,None,None,ms_small,605.1369722999807,605.2000489999773,605.1369722999807,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.2,False,None,0,181,181,181,605.6505814999982,None,605.8344684999902,605.8998735999921,606.8502358999976,606.9011509999982,space,0.6553164999932051,606.8502358999976,None,607.5365260999824,None,607.5365260999824,607.600242799992,space,0.8156383000023197,607.5365260999824,None,None,None,ms_small,608.3858475000015,608.4498496000015,608.3858475000015,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.3,False,None,0,182,182,182,608.8997887999867,None,609.1827051999862,609.2329448999953,609.8830234999768,609.9332473999821,space,0.6792932999960613,609.8830234999768,None,610.5858737999806,None,610.5858737999806,610.6494156999979,space,0.8060347999853548,610.5858737999806,None,None,None,ms_small,611.4190727999958,611.4826102999796,611.4190727999958,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.1,False,None,0,183,183,183,611.9325289999833,None,612.015974399983,612.0659606999834,612.9990009999892,613.0489805999969,space,0.7790378000063356,612.9990009999892,None,613.8022081999807,None,613.8022081999807,613.8656429999974,space,0.8352261999971233,613.8022081999807,None,None,None,ms_small,614.6679717999941,614.7319837999821,614.6679717999941,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.3,False,None,0,184,184,184,615.1816792000027,None,615.4654918999877,615.5152806999977,616.4818787999975,616.5325264999992,space,0.7441026000014972,616.4818787999975,None,617.2516390999954,None,617.2516390999954,617.3151039999793,space,0.7718845000199508,617.2516390999954,None,None,None,ms_small,618.0506056000013,618.1147683000017,618.0506056000013,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.1,False,None,0,185,185,185,618.5642341999919,None,618.6481078999932,618.6981630999944,619.481180999981,619.531539299991,space,0.7832842000061646,619.481180999981,None,620.2843097999867,None,620.2843097999867,620.3479370999848,space,0.6859332000021823,620.2843097999867,None,None,None,ms_small,621.0071435999998,621.064161199989,621.0071435999998,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.1,False,None,0,186,186,186,621.5143173999968,None,621.5975163999829,621.647667399986,622.3306949999824,622.3814061000012,space,0.7339866999827791,622.3306949999824,None,623.0835686999781,None,623.0835686999781,623.1472395999881,space,0.8691067999752704,623.0835686999781,None,None,None,ms_small,623.9835523999936,624.0470637999824,623.9835523999936,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.3,False,None,0,187,187,187,624.4970230000035,None,624.7803154999856,624.8304001999786,625.5468947999761,625.5978037999885,space,0.757775500009302,625.5468947999761,None,626.3332315000007,None,626.3332315000007,626.3967176000006,space,0.601760599995032,626.3332315000007,None,None,None,ms_small,626.965778599988,627.0297853999946,626.965778599988,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
